inpNum,repNum,Vf_IQR,Vf_Mdn,nFC,nMRC,FCp,MRCp,av_FCa,av_MRCa,max_FC,max_MRC,Stiffness,Strength,UM
53,46,0.158169412150783,0.739275114932641,0.008695652173913,0.0260869565217391,0.497223080408231,0.098067314854155,1403.43329398647,92.2663891662587,1403.43329398647,124.34793786879,18384.8389013364,59.5668780403298,50
55,32,0.210573105133749,0.685179546682502,0.0303030303030303,0.0101010101010101,0.169472935432418,0.374642699715352,150.111192767865,995.522896429755,237.029284057465,995.522896429755,15802.3839538295,54.9922961593265,50
59,6,0.263348834064593,0.628600245768052,0.0404040404040404,0.0202020202020202,0.153791468993427,0.492078001665107,126.563000338543,809.913172673998,361.426232724353,1441.44622294984,13425.448529652,54.7758300009799,50
60,13,0.177155929291731,0.703988742513042,0.0333333333333333,0.05,0.341893575872325,0.245170960798069,273.009953863853,130.516467540049,422.549232275631,433.425662701458,17343.9846902197,60.3570667219645,50
61,27,0.23689286470657,0.672445496453845,0.0206185567010309,0.0309278350515464,0.177435115110382,0.465195903657582,242.503674587474,423.860917533428,441.474930639952,898.656802693629,14743.7549041869,54.8467682435754,50
62,24,0.267791527350826,0.611317548239653,0.0103092783505155,0.0412371134020619,0.0751688746192024,0.506818574335422,258.150790725139,435.138933440457,258.150790725139,1255.77834624684,12954.5267669295,43.527209936883,50
66,1,0.254386849235825,0.660935526807703,0.0210526315789474,0.0315789473684211,0.137449424142024,0.406911975485205,193.717064995772,382.326294900425,212.249207364165,532.019190491125,14458.6529276366,52.0154024809132,50
69,24,0.185172515619384,0.709373027641854,0.0333333333333333,0.0333333333333333,0.446464443987377,0.221468011130557,360.354985872876,178.753544872438,874.585527999079,514.930536544474,16765.5024370831,58.3439484810491,50
70,31,0.162714632419843,0.698131574536524,0.0297029702970297,0.0594059405940594,0.293430243061826,0.160019231131587,259.644246191478,70.7971888135377,476.77983449789,125.656439934607,17061.1083088427,63.4673229088947,50
76,11,0.17973778406692,0.697172845935234,0.0202020202020202,0.0505050505050505,0.365329849735964,0.233666521291165,453.061169706139,115.911938248519,835.418637924552,354.88586498383,17187.6737725749,53.6255421704337,50
78,23,0.249893623185801,0.513644295215972,0.0,0.0266666666666667,0.0,0.526121777594649,0.0,747.431234373498,0.0,1193.84044382943,12359.114843375,56.3575636857899,50
79,30,0.255070153298416,0.632280470093486,0.0217391304347826,0.0326086956521739,0.106478894876779,0.472404716628903,144.586235436891,427.647936924008,187.713602714212,1184.93955776085,14035.0134898563,57.2628550386135,50
80,23,0.166520494387206,0.719050347083619,0.01,0.01,0.610019996765743,0.0907335271721901,1526.82383654848,227.097657117982,1526.82383654848,227.097657117982,17988.4114339465,56.1238436739132,50
81,8,0.222361646276304,0.694643100875216,0.0103092783505155,0.0412371134020619,0.252941351408807,0.295829849852471,654.174582289492,191.273952813697,654.174582289492,418.925743443847,15666.2065383104,58.2782883225147,50
82,27,0.15125143550399,0.749486675631754,0.0083333333333333,0.0083333333333333,0.668927410500403,0.0808503230806597,1888.25208333337,228.224749948619,1888.25208333337,228.224749948619,19843.5477452435,66.6743204240183,50
83,12,0.175567584309003,0.698749196262054,0.0504201680672269,0.0336134453781513,0.262485611494978,0.181697203651767,127.108749874601,131.980402356238,210.144306219175,391.831507457902,17066.130322834,57.3107176568906,50
85,29,0.18752477785979,0.704397119175672,0.0297029702970297,0.0594059405940594,0.395780713615445,0.258918736094334,342.052925814421,111.885076991511,863.434111711607,396.474889307121,16726.0413385824,60.132968204211,50
86,8,0.144983368619743,0.726131510390458,0.0083333333333333,0.025,0.559915930459041,0.100904671430755,1667.32528909825,100.158435289096,1667.32528909825,131.070693911311,18274.6686875628,65.7888072752261,50
87,10,0.267625016102149,0.600104858132846,0.012987012987013,0.038961038961039,0.130779081278156,0.538031533926299,336.180706318387,461.021287016083,336.180706318387,1064.2229349758,13254.5095309485,54.07839888627,50
88,33,0.236830298662645,0.582367688144916,0.0,0.04,0.0,0.489439673171738,0.0,394.42731093919,0.0,1086.55053413277,13350.5785668213,52.8322965298308,50
89,12,0.14668894941085,0.730550339347388,0.0083333333333333,0.0166666666666667,0.638309808308494,0.0586544343604298,1831.70687869123,84.1579821313179,1831.70687869123,105.759334144409,18523.8916191877,57.7945418518655,50
92,1,0.256383935817857,0.568732981908578,0.0,0.0266666666666667,0.0,0.565392506831837,0.0,722.661803155528,0.0,886.332534429247,12449.0283956556,55.2736860767108,50
95,2,0.250031580150689,0.65144686770631,0.025,0.0125,0.113919781606742,0.480908752403624,143.715131591501,1213.3777586368,241.177569757634,1213.3777586368,14353.9509011405,53.3137022207285,50
97,5,0.298178051478207,0.553941253721804,0.0125,0.025,0.0583019439359823,0.538359436932855,181.667998861913,838.760039317118,181.667998861913,1364.6528217704,12091.8668190716,58.0409607315437,50
98,12,0.311423567592487,0.576129611782257,0.0,0.038961038961039,0.0,0.581443762751337,0.0,575.737142565123,0.0,1535.63344560122,11947.8474498841,50.1809592895133,50
101,5,0.255059533497525,0.420008577183636,0.0,0.0178571428571429,0.0,0.700525828476351,0.0,1786.98927040113,0.0,1786.98927040113,10814.6992306159,57.0800880649556,50
102,47,0.255040370465652,0.640914556289144,0.0297029702970297,0.0396039603960396,0.111228810884658,0.459299101976216,121.062853881541,374.930242633785,179.736956097276,1382.10093755263,14053.6801630738,47.2203653479279,50
104,47,0.283938632331226,0.565750503951961,0.0131578947368421,0.0131578947368421,0.0638018988599595,0.554785011112554,171.806142505237,1493.92846266509,171.806142505237,1493.92846266509,12650.4799492035,56.1681309744637,50
105,18,0.258327517356254,0.648589336164119,0.0105263157894737,0.0631578947368421,0.125029164658824,0.507483364711219,388.875121277975,263.068828163874,388.875121277975,1282.07548123146,13620.6986252824,57.2069342261862,50
